ID,DATE,Title,Author,Subjects,Publisher,Language
christmasunderth01wilc,1900,"Christmas under three flags; being memories of holiday festivities in the White House with \""Old Hickory,\"" in the palace of H. R. H. Prince of Prussia, afterwards Emperor William I, and at the Alamo with the Alcalde's daughter","Wilcox, Mary Emily Donelson",Christmas stories,"Washington, Neale Co.",eng
christmasstoryfr00westiala,1900,The Christmas story from David Harum,"Westcott, Edward Noyes, 1847-1898",,New York : D. Appleton,eng
cantiquedenolc00adam,1900,"Cantique de No\u00ebl = Christmas song : vocal solo with English, French, Italian and Latin texts : violin or cello ad lib. : high voice E","Adam, Adolphe, 1803-1856;Strube, Gustav, 1867-1953;Dwight, John Sullivan, 1813-1893","Sacred songs (High voice) with instrumental ensemble, Arranged;Sacred songs (High voice) with harp, Arranged;Sacred songs (High voice) with piano, Arranged;Christmas music","Bryn Mawr, PA : T. Presser","eng"",""fre"",""ita"
achristmassermo02stevgoog,1900,A Christmas sermon,"Stevenson, Robert Louis, 1850-1894;Merrymount Press;Updike, Daniel Berkeley, 1860-1941",,New York : Charles Scribner's Sons,eng
ader00newy,1900,Adeste fideles : a Christmas carol service with processional and recessional hymns,,"Hymns, English;Carols, English",New York : Novello & Co.,eng
flowerschristmas19miss,1900,"Flowers : Christmas, Easter, midwinter and spring",Miss Mary E. Martin (Firm);Miss Mary E. Martin (Firm);Henry G. Gilbert Nursery and Seed Trade Catalog Collection,Seeds Catalogs;Nurseries (Horticulture) Catalogs;Flowers Seeds Catalogs,"Floral Park, N.Y. : Miss Mary E. Martin",eng
christmasfairy00wint,1900,A Christmas fairy,"Winter, John Strange, 1856-1911;Crompton, Frances E;Molesworth, Mrs., 1839-1921",,"Philadelphia, H. Altemus",eng
manualofcoachi00roge,1900,A manual of coaching,"Rogers, Fairman, 1833-1900;Fairman Rogers Collection (University of Pennsylvania) PU","Coaching (Transportation);Driving of horse-drawn vehicles;CHR 1900;PRO Pearson, Leonard (donor) (Fairman Rogers copy 1);PRO Allam, Mark W. (donor, Fairman Rogers copy 2) (inscription, Fairman Rogers copy 3);PRO Burkholder, John J. (bookplate) (inscription, 1968) (donor) (Fairman Rogers copy 3);PRO Lathan, Sidney (inscription, 1968) (Fairman Rogers copy 3);PRO Babb, Tom (inscription) (autograph, Edna, Tx, December 9, 1964) (Fairman Rogers copy 3);PRO Pabst, J. (autograph, Houston, Tx, 1956) (Fairman Rogers copy 3);PRO Miller, E. Rittenhouse (inscription, Edna, Tx, December 9, 1964) (Fairman Rogers copy 3)",Philadelphia : J.B. Lippincott Company,eng
christmasbooksa02dickgoog,1900,Christmas Books and Stories,Charles Dickens,,Doubleday & McClure,English
cu31924013553908,1900,A Christmas sermon,"Stevenson, Robert Louis, 1850-1894;Loewy, Benno, 1854-1919. fmo",,"New York, Scribner",eng
christmasroseoth00macm,1901,The Christmas rose & other thoughts in verse,"Macmillan, Hugh, 1833-1903",,London ; New York : Macmillan,eng
inhisnameandchr00halegoog,1901,"In His name, and Christmas stories","Hale, Edward Everett, 1822-1909",Waldenses,"Boston, Little, Brown, and company",eng
manwhoknewbette00gallgoog,1901,The man who knew better : a Christmas dream,"Gallon, Tom, 1866-1914",,New York : Appleton and Co.,eng
christmasvoiceso00davi,1901,"Christmas voices, and other poems","Davis, Frederick Hubbard",,"[Erie, Col., Press of the Erie review]",eng
mythsandlegends00herrgoog,1901,Myths and Legends of Christmastide,Bertha F. Herrick,,Stanley-Taylor Company,English
candidfriendchri00lond,1901,The candid friend : Christmas album. Containing a series of twenty-five photogravure portraits..,,,London : The Candid Friend,eng
christmascarolsa01hott,1901,"Christmas carols, ancient and modern;","[Hotten, John Camden], 1832-1873, [from old catalog] ed.?","Carols, English","New York, A. Wessels co.",eng
lostchristmasoth00smit,1901,The lost Christmas and other poems,"Smith, May Riley, 1842?-1927",,"New York, E. P. Dutton & co",eng
flowerschristmas19miss_0,1901,"Flowers : Christmas, Easter, midwinter and spring",Miss Mary E. Martin (Firm);Miss Mary E. Martin (Firm);Henry G. Gilbert Nursery and Seed Trade Catalog Collection,Seeds Catalogs;Nurseries (Horticulture) Catalogs;Flowers Seeds Catalogs,"Floral Park, N.Y. : Miss Mary E. Martin",eng
mythslegendsofch00herrrich,1901,Myths and legends of Christmastide,"Herrick, Bertha F",,"San Francisco, Stanley-Taylor Company",eng
californiatchris00sextrich,1902,California at Christmas tide,"Sexton, Ella May, 1860-",,"San Francisco, Calif. : [s.n",eng
christmasgreetin00core,1902,A Christmas greeting,"Corelli, Marie, 1855-1924",,"New York, Dodd, Mead",eng
wavesandripples00flemgoog,1902,"Waves and ripples in water, air, and \u00e6ther. Being a course of Christmas lectures delivered at the Royal institution of Great Britain","Fleming, J. A. (John Ambrose), Sir, 1849-1945",Waves;Sound;Electric waves,"London [etc.] Society for promoting Christian knowledge; New York, E & J.B. Young and co.",eng
bachelorschristm00granrich,1902,The bachelor's Christmas and The matrimonial tontine benefit association,"Grant, Robert, 1852-1940",,"New York, C. Scribner's sons",eng
christmaskalend00janv,1902,The Christmas kalends of Provence and some other Proven\u00e7al festivals,"Janvier, Thomas Allibone, 1849-1913",Christmas;Festivals -- France;Provence (France) -- Social life and customs,"New York, London : Harper",eng
raleghinguianar00wendgoog,1902,"Ralegh in Guiana, Rosamond, and A Christmas masque","Wendell, Barrett, 1855-1921;Merrymount Press",,New York : C. Scribner's Sons,eng
christmasbooks02dickgoog,1902,Christmas Books,Charles Dickens,,Harper & brothers,English
firstchristmasch00coom,1902,"The first Christmas : a church cantata for mixed chorus and four solo voices with string orchestra, harp and organ","Coombs, C. Whitney (Charles Whitney), 1859-1940;Wookey, L. M","Cantatas, Sacred",New York : G. Schirmer,eng
christmasitsorig00daws,1902,"Christmas: its origin and associations, together with its historical events and festive celebrations during nineteen centuries: depicting, by pen and pencil, memorable celebrations, stately meetings of early kings, remarkable event, romantic episodes, brave deeds, picturesque customs, time-honoured sports, royal Christmases, coronations and royal marriages, chivalric feats, court banquetings and revellings, Christmas at the colleges and the Inns of court, popular festivities, and Christmas-keeping in different parts of the world, derived from the most authentic sources, and arranged chronological","Dawson, W. F. (William Francis)",Christmas;Christmas -- History,London : E. Stock,eng
cu31924022210235,1902,"Ralegh in Guiana, Rosamond and A Christmas masque","Wendell, Barrett, 1855-1921",,New York : C. Scribner's sons,eng
bethlehemnativity00hous,1902,Bethlehem : a nativity play. The pageant of Our Lady & other poems,"Housman, Laurence, 1865-1959",Christmas plays;Christmas,"London : Macmillan and Co., Limited ; New York : The Macmillan Company",eng
christmastide00harr,1902,Christmas-tide,"Harrison, Elizabeth, 1849-1927;Dickens, Charles, 1812-1870. Christmas carol",Christmas stories;Christmas,"Chicago, [Ill.] : Chicago Kindergarten College",eng
christmasitsori00dawsgoog,1902,Christmas: its origin and associations,"Dawson, William Francis. [from old catalog]",Christmas,"London, E. Stock",eng
christmaskalend00janvgoog,1902,The Christmas kalends of Provence and some other Provenc\u0327al festivals,"Janvier, Thomas Allibone, 1849-1913",Christmas;Festivals,"New York, London, Harper",eng
christmasgreetin00roge,1902,Christmas greetings and other verses,"Rogers, Showell",Christmas,"Birmingham, [Eng.] : Cornish Bros.",eng
cu31924012327395,1902,"Waves and ripples in water, air, and aether, Being a course of Christmas lectures delivered at the Royal institution of Great Britain","Fleming, John Ambrose, 1849-",Waves;Sound;Electric waves,"London [etc.] Society for promoting Christian knowledge; New York, E. & J. B. Young and Co.",eng
christmasposyofc00lind,1902,"A Christmas posy of carols, songs, and other pieces","Lindsay, Lady (Caroline Blanche Elizabeth)",Christmas,"London : K. Paul, Trench, Tr\u00fcbner & Co.",eng
raleghinguiana00wendgoog,1902,"Ralegh in Guiana, Rosamond, and A Christmas masque","Wendell, Barrett, 1855-1921;Merrymount Press",,New York : C. Scribner's Sons,eng
raleghinguianaro00wend,1902,"Ralegh in Guiana, Rosamond, and A Christmas masque","Wendell, Barrett, 1855-1921;Merrymount Press",,New York : C. Scribner's Sons,eng
missmuffetschris00crotrich,1902,Miss Muffet's Christmas party,"Crothers, Samuel McChord, 1857-1927",,"Boston and New York, Houghton, Mifflin and company",eng
missmuffetschriscrot,1902,Miss Muffet's Christmas party,"Crothers, Samuel McChord, 1857-1927",,"Boston and New York, Houghton, Mifflin and company",eng
firstchristmasfr00walliala,1902,"The first Christmas, from \""Ben Hur,\""","Wallace, Lew, 1827-1905;Johnson, William Martin, b. 1862, ill",Jesus Christ,"New York, London : Harper & Brothers",eng
bachelorschrist00grangoog,1902,The Bachelor's Christmas: And The Matrimonial Tontine Benefit Association,Robert Grant,,C. Scribner's sons,English
CAT31285705,1902,"Winter seed wheat catalog, 1902",J.R. Ratekin & Son;Henry G. Gilbert Nursery and Seed Trade Catalog Collection,Nursery stock Iowa Catalogs;Winter wheat Seeds Catalogs,"Shenandoah, Iowa : J.R. Ratekin & Son",eng
bachelorschristm1902gran,1902,The bachelor's Christmas and The matrimonial tontine benefit association,"Grant, Robert, 1852-1940",,"New York, C. Scribner's sons",eng
christmasitsorig00dawsrich,1902,"Christmas: its origin and associations, together with its historical events and festive celebrations during nineteen centuries: depicting, by pen and pencil, memorable celebrations, stately meetings of early kings, remarkable event, romantic episodes, brave deeds, picturesque customs, time-honoured sports, royal Christmases, coronations and royal marriages, chivalric feats, court banquetings and revellings, Christmas at the colleges and the Inns of court, popular festivities, and Christmas-keeping in different parts of the world, derived from the most authentic sources, and arranged chronological","Dawson, W. F. (William Francis)",Christmas;Christmas -- History,"London, E. Stock",eng
catalogueofthank00marc,1902,"catalogue of Thanksgiving exercises, Christmas goods and requisites for the February holidays : specially selected for teachers ... , A","March Brothers (Lebanon, Ohio)","Schools--Furniture, equipment, etc.--Catalogs;Holidays--United States.",The Company,eng
flowerschristmas19miss_1,1902,"Flowers : Christmas, Easter, midwinter and spring",Miss Mary E. Martin (Firm);Miss Mary E. Martin (Firm);Henry G. Gilbert Nursery and Seed Trade Catalog Collection,Seeds Catalogs;Nurseries (Horticulture) Catalogs;Flowers Seeds Catalogs,"Floral Park, N.Y. : Miss Mary E. Martin",eng
christmascarolin00dickrich,1902,A Christmas carol in prose : being a ghost story of yuletide,"Dickens, Charles, 1812-1870;Roycroft Shop. (1902) bkp CU-BANC",,"East Aurora, N.Y. : Roycroft Shop",eng
missmuffetschri00crotgoog,1902,Miss Muffet's Christmas party,"Crothers, Samuel McChord, 1857-1927",,"Boston and New York, Houghton, Mifflin and company",eng
cu31924022207900,1902,"The first Christmas, from \""Ben Hur,\""","Wallace, Lew, 1827-1905;Johnson, William Martin, b. 1862",Jesus Christ,"New York, London, Harper & Brothers",eng
christmaskalends00janv,1902,The Christmas kalends of Provence and some other,"Janvier, Thomas Allibone, 1849-1913",Christmas;Festivals -- France Provence;Provence (France) -- Social life and customs,New York ; London : Harper,eng
missmuffetschris00crot,1902,Miss Muffet's Christmas party,"Crothers, Samuel McChord, 1857-1927",,"Boston and New York : Houghton, Mifflin and company",eng
wavesripplesinwa00flemrich,1902,"Waves and ripples in water, air, and \u00e6ther. Being a course of Christmas lectures delivered at the Royal institution of Great Britain","Fleming, J. A. (John Ambrose), Sir, 1849-1945",Waves;Sound;Electric waves,"London [etc.] Society for promoting Christian knowledge; New York, E & J.B. Young and co.",eng
dickenschristma00bellgoog,1902,Dickens' Christmas Stories for Children,"Charles Dickens ,  Molly K. Bellew",,H. M. Caldwell,English
christmascarolin00dick_0,1902,A Christmas carol : in prose : being a ghost story of Yule-tide,"Dickens, Charles, 1812-1870;Warner, Samuel, 1872-1947, designer;Rosen, Charles, 1878-1950, compositor;Franz, Otto, printer;Roycroft Shop, publisher",Christmas stories,"East Aurora, N.Y. : Roycroft Shop",eng
californiaatchr00sextgoog,1902,California at Christmas Tide,Ella May Sexton,,[s.n.],English
raleghinguianar00presgoog,1902,"Ralegh in Guiana, Rosamond, and A Christmas masque","Wendell, Barrett, 1855-1921;Merrymount Press",,New York : C. Scribner's Sons,eng
fouroldchristmas00seym,1903,Four old Christmas carols taken from scarce reprints of early manuscripts,"Seymour, Ralph Fletcher, 1876-1966",Christmas poetry;Carols,"Indianapolis, Printed under the supervision of R.F. Seymour for the Bobbs-Merrill company",eng
womanshardygarde00elyh,1903,A woman's hardy garden,"Ely, Helena Rutherfurd, d. 1920",Winter gardening,"New York, The Macmillan company; London, Macmillan & co., ltd.",eng
clericalsubscrip00hens,1903,"Clerical subscription and public honour : I Corinthians iv. 1-5, preached on the Sunday before Christmas, December 20th, 1903, at S. Margaret's, Westminster","Henson, Hensley, 1863-1947","Bible;Sermons, English -- 19th century","London : Macmillan and Co., Limited ; New York : The Macmillan Company",eng
georgewashingto00compgoog,1903,George Washington Jones: A Christmas Gift that Went A-begging,"Ruth McEnery Stuart ,  Henry Altemus Company",,Henry Altemus Company,English
christmaskalend01janvgoog,1903,The Christmas kalends of Provence and some other Provenc\u0327al festivals,"Janvier, Thomas Allibone, 1849-1913",Christmas;Festivals,"New York, London, Harper",eng
fouroldchristma00seymgoog,1903,Four Old Christmas Carols Taken from Scarce Reprints of Early Manuscripts,Ralph Fletcher Seymour,,Printed under the supervision of R.F . Seymour for the Bobbs -Merrill company,English
colcarterchrstms00smitrich,1903,Colonel Carter's Christmas,"Smith, Francis Hopkinson, 1838-1915;Yohn, Frederick Coffoy, 1875-1933",,"New York, C. Scribner's sons",eng
christmasbookset00thac,1903,"Christmas books, etc.;","Thackeray, William Makepeace, 1811-1863;Jerrold, Walter, 1865-1929",,London : J.M. Dent,eng
christmaswreathp00gild,1903,A Christmas wreath [poems],"Gilder, Richard Watson, 1844-1909",,"New York, The Century co",eng
christmascarolso00finc,1903,Christmas carols and other songs,"Finch, Adelaide Victoria, 1864- [from old catalog]",,"[Waterbury, Conn., Jackson print shop]",eng
magiinwestandthe00dewhiala,1903,The Magi in the west and their search for the Christ : a tale for the Christmas tide,"Dewhurst, Frederic Eli, 1855-1906",Christmas stories,Chicago : The Abbey Company,eng
christmassnowfla00graniala,1903,A Christmas snowflake; a rhyme for children,"Granniss, Anna J. (Anna Jane), 1856-",,Hartford : C.M. Gaines,eng
christmassnowfla00gran,1903,A Christmas snowflake; a rhyme for children,"Granniss, Anna J. (Anna Jane), 1856-",,"Hartford, C.M. Gaines",eng
colonelcartersc00smitgoog,1903,Colonel Carter's Christmas,"Smith, Francis Hopkinson, 1838-1915;Yohn, F. C. (Frederick Coffay), 1875-1933, ill",,"New York, C. Scribner's Sons",eng
achristmaswreat00gildgoog,1903,A Christmas Wreath: Poems,Richard Watson Gilder,,The Century co,English
christmassongsa00broogoog,1903,Christmas songs and Easter carols,"Brooks, Phillips, 1835-1893",,"New York, E.P. Dutton",eng
georgewashjones00stuarich,1903,George Washington Jones : a Christmas gift that went a-begging,"Stuart, Ruth McEnery, 1856-1917;Henry Altemus Company. pbl;Potthast, Edward Henry, 1857-1927",,Philadelphia : Henry Altemus Company,eng
rollinscollegeit00blac,1903,"Rollins college, its field and its future;","Blackman, William Fremont, 1855-1932","Rollins College (Winter Park, Fla.)","Winter park, Fla.",eng
christmasgifts00fred,1903,Christmas gifts.,"Fred Macey Company (Grand Rapids, Mich.)",Furniture--Catalogs;Commercial catalogs--Furniture,"The Company, Grand Rapids, Mich.",eng
awomanshardygar00elygoog,1903,A woman's hardy garden,"Ely, Helena Rutherfurd, d. 1920",Winter gardening,"New York, The Macmillan company; London, Macmillan & co., ltd.",eng
